bodega_id,sku,nombre_raw,nombre_norm,unidad
almacen_suministros,95004221,PAPEL ALUMINIO ROLLO 12 X  300 FT,PAPEL ALUMINIO ROLLO 12 X 300 FT,Unidad
almacen_suministros,95001302,PAPEL CARBON NEGRO TAMAÑO CARTA,PAPEL CARBON NEGRO TAMANO CARTA,Unidad
almacen_suministros,95001306,PAPEL FOTOCOPIA TAMAÑO CARTA 75 GR,PAPEL FOTOCOPIA TAMANO CARTA 75 GR,Unidad
almacen_suministros,95001307,PAPEL FOTOCOPIA TAMAÑO OFICIO 75 GR,PAPEL FOTOCOPIA TAMANO OFICIO 75 GR,Unidad
almacen_suministros,95023350,PASTILLA LIMPIADOR HORNO AZUL BALDE X150,PASTILLA LIMPIADOR HORNO AZUL BALDE X150,Unidad
almacen_suministros,95023349,PASTILLA LIMPIADOR HORNO ROJA BALDE X100,PASTILLA LIMPIADOR HORNO ROJA BALDE X100,Unidad
almacen_suministros,95024760,PASTILLA LIMPIADOR HORNO VERDE BALDEX150,PASTILLA LIMPIADOR HORNO VERDE BALDEX150,Unidad
almacen_suministros,95001205,PEGA PAPEL EN BARRA X 40 GR,PEGA PAPEL EN BARRA X 40 GR,Unidad
almacen_suministros,95001238,PERFORADORA ESTANDAR 2 HUECOS 23 HOJAS,PERFORADORA ESTANDAR 2 HUECOS 23 HOJAS,Unidad
almacen_suministros,95009591,PEROL PROFESIONAL 24 CM ANODIZADO,PEROL PROFESIONAL 24 CM ANODIZADO,Unidad
almacen_suministros,95008214,PILA ALCALINA TRIPLE AAA,PILA ALCALINA TRIPLE AAA,Unidad
almacen_suministros,33181,PILAS DOBLE AA,PILAS DOBLE AA,Unidad
almacen_suministros,95025042,PINZAS MANGO NEGRO,PINZAS MANGO NEGRO,Unidad
almacen_suministros,95006710,PITILLO DE PAPEL CAJA,PITILLO DE PAPEL CAJA,Unidad
almacen_suministros,1321655,PLASIL METOCLOPRAMIDA 10MG CJX30 TAB BSS,PLASIL METOCLOPRAMIDA 10MG CJX30 TAB BSS,Unidad
almacen_suministros,95027684,PLATO 15CM  PULPA CAÑA PTE*20 UN,PLATO 15CM PULPA CANA PTE*20 UN,Unidad
almacen_suministros,95027374,PLATO 3 DIVISIONES BAGAZO DE CAÑA PAQX20,PLATO 3 DIVISIONES BAGAZO DE CANA PAQX20,Unidad
almacen_suministros,,PLATO CUADRADO,PLATO CUADRADO,Unidad
almacen_suministros,95024943,PLATO CUADRADO PULPA 26 CM 250X50,PLATO CUADRADO PULPA 26 CM 250X50,Unidad
almacen_suministros,95026918,PLATO HONDO 12 ONZ TAMIXPAQX100,PLATO HONDO 12 ONZ TAMIXPAQX100,Unidad
almacen_suministros,95026025,PLATO OVALADO 12x10,PLATO OVALADO 12X10,Unidad
almacen_suministros,95025974,PORTACOMIDA J1 PULPA DE PAPEL PTE*50,PORTACOMIDA J1 PULPA DE PAPEL PTE*50,Unidad
almacen_suministros,95031961,PORTACREPES,PORTACREPES,Unidad
almacen_suministros,95004118,"PORTATRAPERO METALICO 2 MARIP1,50CM","PORTATRAPERO METALICO 2 MARIP1,50CM",Unidad
almacen_suministros,95019598,RALLADOR EN ACERO INXIDABLE,RALLADOR EN ACERO INXIDABLE,Unidad
almacen_suministros,97502946,RECIPIENTE ACERO INOXIDABLE,RECIPIENTE ACERO INOXIDABLE,Unidad
almacen_suministros,95004100,RECOGEDOR BASURA PLASTICO,RECOGEDOR BASURA PLASTICO,Unidad
almacen_suministros,95001262,REGLA PLASTICA 30 CM,REGLA PLASTICA 30 CM,Unidad
almacen_suministros,95001264,RESALTADOR AMARILLO,RESALTADOR AMARILLO,Unidad
almacen_suministros,4721088,RIFAMICINA 1% SPRAY FCO20ML,RIFAMICINA 1% SPRAY FCO20ML,Unidad
almacen_suministros,95022468,"RODILLO EN ACRILICO DE 3"" * 40 CM","RODILLO EN ACRILICO DE 3"" * 40 CM",Unidad
almacen_suministros,95004389,ROLLO PREC POLIET FRUVER,ROLLO PREC POLIET FRUVER,Unidad
almacen_suministros,95004428,ROLLO VINILPEL EMP.FRUVER 300MMX1500MT,ROLLO VINILPEL EMP.FRUVER 300MMX1500MT,Unidad
almacen_suministros,1337340,SABANA AJUSTABLE AZUL ALFASAFE E.I AL,SABANA AJUSTABLE AZUL ALFASAFE E.I AL,Unidad
almacen_suministros,95001241,SACAGANCHOS ESTÁNDAR 24 26/6 23/8,SACAGANCHOS ESTANDAR 24 26/6 23/8,Unidad
almacen_suministros,95018491,SARTEN PROFESIONAL ANTIADHERENTE30CM,SARTEN PROFESIONAL ANTIADHERENTE30CM,Unidad
almacen_suministros,97502984,SARTEN TEFLON 30 CM,SARTEN TEFLON 30 CM,Unidad
almacen_suministros,95004478,SELLO DE SEGURIDAD VEHICULOS,SELLO DE SEGURIDAD VEHICULOS,Unidad
almacen_suministros,95001492,SELLO FECHADOR 2 DIGITOS + MES + AÑO,SELLO FECHADOR 2 DIGITOS + MES + ANO,Unidad
almacen_suministros,95005611,SEPARADOR PP TAMAÑO CARTA 105 PAQX5,SEPARADOR PP TAMANO CARTA 105 PAQX5,Unidad
almacen_suministros,95008841,SERVILLETA DE LUJO CJX6PAQ 200 SERVILLE1,SERVILLETA DE LUJO CJX6PAQ 200 SERVILLE1,Unidad
almacen_suministros,95031800,SERVILLETAS BIODEGRADABLES,SERVILLETAS BIODEGRADABLES,Unidad
almacen_suministros,95025960,SET CUCHARA SERVIL  A.MAIZ  PAQ*100,SET CUCHARA SERVIL A.MAIZ PAQ*100,Unidad
almacen_suministros,95032000,SET CUCHARA SERVILLETA PAQX100,SET CUCHARA SERVILLETA PAQX100,Unidad
almacen_suministros,,SET TENED CUCHI SERVIL PP BIOD PQT X 100,SET TENED CUCHI SERVIL PP BIOD PQT X 100,Unidad
almacen_suministros,95025959,SET TENEDOR CUCHILLO SERVI A.MAÍZ P*100,SET TENEDOR CUCHILLO SERVI A.MAIZ P*100,Unidad
almacen_suministros,95013617,"SISTEMA GUARDIAN COMPLETO 1,5 LTS","SISTEMA GUARDIAN COMPLETO 1,5 LTS",Unidad
almacen_suministros,95001386,"SOBRE MANILA CARTA IMPR 1 TINTA 22,5X29","SOBRE MANILA CARTA IMPR 1 TINTA 22,5X29",Unidad
almacen_suministros,95001385,SOBRE MANILA OFICIO IMPR 1 TINTA 25X35,SOBRE MANILA OFICIO IMPR 1 TINTA 25X35,Unidad
almacen_suministros,95009954,SOBRE SEGURID PLAST. 15.5X22 CMS PAQX50,SOBRE SEGURID PLAST. 15.5X22 CMS PAQX50,Unidad
almacen_suministros,1340586,SOLHIDREX CEREZA 20.7G PPS CJX30SOB LBN,SOLHIDREX CEREZA 20.7G PPS CJX30SOB LBN,Unidad
almacen_suministros,414574,SYSTANE GOT LUBR OFT FCOX15ML AL,SYSTANE GOT LUBR OFT FCOX15ML AL,Unidad
almacen_suministros,95018610,TABLA ACRILICA P/PICAR AMARILLA 50X38CM,TABLA ACRILICA P/PICAR AMARILLA 50X38CM,Unidad
almacen_suministros,95022461,TABLA ACRILICA P/PICAR AZUL 50X38CM,TABLA ACRILICA P/PICAR AZUL 50X38CM,Unidad
almacen_suministros,97500779,TABLA ACRILICA P/PICAR BLANCO 50X38CM,TABLA ACRILICA P/PICAR BLANCO 50X38CM,Unidad
almacen_suministros,95018720,TABLA ACRILICA P/PICAR ROJA 50X38CM,TABLA ACRILICA P/PICAR ROJA 50X38CM,Unidad
almacen_suministros,97503006,TABLA ACRILICA P/PICAR ROJO 50X38CM FB,TABLA ACRILICA P/PICAR ROJO 50X38CM FB,Unidad
almacen_suministros,97503002,TABLA ACRILICA PICAR 30X45 AZUL,TABLA ACRILICA PICAR 30X45 AZUL,Unidad
almacen_suministros,97503004,TABLA ACRILICA PICAR BLANCO 50X38CM FB,TABLA ACRILICA PICAR BLANCO 50X38CM FB,Unidad
almacen_suministros,97503008,TABLA ACRILICA PICAR VERDE  50X38CM FB,TABLA ACRILICA PICAR VERDE 50X38CM FB,Unidad
almacen_suministros,97503000,TABLA PICAR AMRILLA,TABLA PICAR AMRILLA,Unidad
almacen_suministros,95001504,TABLA PLANILLERA PLÁSTICA TAMAÑO OFICIO,TABLA PLANILLERA PLASTICA TAMANO OFICIO,Unidad
almacen_suministros,95026920,TAPA CAZUELA 16 ONZ,TAPA CAZUELA 16 ONZ,Unidad
almacen_suministros,95027681,TAPA CONTENEDOR B CAÑA 12 OZ  PTE* 25 UN,TAPA CONTENEDOR B CANA 12 OZ PTE* 25 UN,Unidad
almacen_suministros,95024803,TAPA EMPAQUE ENSALADA und,TAPA EMPAQUE ENSALADA UND,Unidad
almacen_suministros,95024800,TAPA EMPAQUE GELATINA UND,TAPA EMPAQUE GELATINA UND,Unidad
almacen_suministros,95032369,TAPA MOLDE ALUMINIO LASAÑA 16 ONZAS,TAPA MOLDE ALUMINIO LASANA 16 ONZAS,Unidad
almacen_suministros,95025963,TAPA PET BOWLS  KRAF 26 ONZ  PT*50,TAPA PET BOWLS KRAF 26 ONZ PT*50,Unidad
almacen_suministros,95025075,TAPA VASO,TAPA VASO,Unidad
almacen_suministros,95007903,TARRO MECHERO CALENTADOR SAMOVAR,TARRO MECHERO CALENTADOR SAMOVAR,Unidad
almacen_suministros,95005691,TIJERA INCOLMA METALICA MANGO PLASTIC 7,TIJERA INCOLMA METALICA MANGO PLASTIC 7,Unidad
almacen_suministros,95019581,TINA REDONDA,TINA REDONDA,Unidad
almacen_suministros,95001266,TINTA SELLO DE CAUCHO NEGRA FCO X 30 CC,TINTA SELLO DE CAUCHO NEGRA FCO X 30 CC,Unidad
almacen_suministros,95031071,TOALLA COCINA,TOALLA COCINA,Unidad
almacen_suministros,95004253,TOALLA EN Z NATURAL 24 PAQX150TOALLAS,TOALLA EN Z NATURAL 24 PAQX150TOALLAS,Unidad
almacen_suministros,95021157,TOALLA MANOS ROLLO CJX6 NATUR X 120 MT,TOALLA MANOS ROLLO CJX6 NATUR X 120 MT,Unidad
almacen_suministros,95021830,TONER KIOCERA FS 2040 DN REF.  TK 1175,TONER KIOCERA FS 2040 DN REF. TK 1175,Unidad
almacen_suministros,95010413,TONER KYOCERA FS 2020 TK 342,TONER KYOCERA FS 2020 TK 342,Unidad
almacen_suministros,95008474,TONER KYOCERA TK 3102 FS 2100 N,TONER KYOCERA TK 3102 FS 2100 N,Unidad
almacen_suministros,95030935,TONER KYOCERA TK 5382C,TONER KYOCERA TK 5382C,Unidad
almacen_suministros,95030941,TONER KYOCERA TK 5382K,TONER KYOCERA TK 5382K,Unidad
almacen_suministros,95030940,TONER KYOCERA TK 5382M,TONER KYOCERA TK 5382M,Unidad
almacen_suministros,95030939,TONER KYOCERA TK 5382Y,TONER KYOCERA TK 5382Y,Unidad
almacen_suministros,95022644,VASO 12 ONZAS,VASO 12 ONZAS,Unidad
almacen_suministros,95025948,VASO 12OZ POLIBOARD PAQ*50 UN,VASO 12OZ POLIBOARD PAQ*50 UN,Unidad
almacen_suministros,95027695,VASO 4 OZ BAGAZO DE CAÑA PAQ*50 UN,VASO 4 OZ BAGAZO DE CANA PAQ*50 UN,Unidad
almacen_suministros,95025945,VASO 7 OZ POLIBOARD PAQ*50 UN,VASO 7 OZ POLIBOARD PAQ*50 UN,Unidad
almacen_suministros,95020134,VASO  14 ONZAS EN ACRILICO CON TAPA DOMO,VASO 14 ONZAS EN ACRILICO CON TAPA DOMO,Unidad
almacen_suministros,1476157,VENDA ELASTICA C/PIEL 4X5YAR VEELAU004,VENDA ELASTICA C/PIEL 4X5YAR VEELAU004,Unidad
almacen_suministros,97502989,WOK ANODIZADO 32 CM BOG,WOK ANODIZADO 32 CM BOG,Unidad
almacen_ayb,7290,ACEITE,ACEITE,Liter
almacen_ayb,7292,ACEITE DE AJONJOLI,ACEITE DE AJONJOLI,Liter
almacen_ayb,7293,ACEITE DE OLIVA,ACEITE DE OLIVA,Liter
almacen_ayb,1483116,ACEITE DE OLIVA 10ML /BOLSA SOBRE X50 UN,ACEITE DE OLIVA 10ML /BOLSA SOBRE X50 UN,Unidad
almacen_ayb,7003,ACHIOTE MOLIDO,ACHIOTE MOLIDO,Kilogram
almacen_ayb,,ADEREZO QUESO CHEDDAR,ADEREZO QUESO CHEDDAR,Liter
almacen_ayb,,AGUA 280 ML,AGUA 280 ML,Unidad
almacen_ayb,29018,AGUA BOTELLA,AGUA BOTELLA,Unidad
almacen_ayb,29033,AGUA SABORIZADA  H2O,AGUA SABORIZADA H2O,Unidad
almacen_ayb,,AGUA WAIRA SABORIZADA,AGUA WAIRA SABORIZADA,Unidad
almacen_ayb,,AGUARDIENTE AMARILLO PIONERO,AGUARDIENTE AMARILLO PIONERO,Liter
almacen_ayb,1241542,AGUARDIENTE ANTIOQUEÑO  SIN AZUCAR,AGUARDIENTE ANTIOQUENO SIN AZUCAR,Liter
almacen_ayb,,AGUARDIENTE ANTIOQUEÑO ROJO,AGUARDIENTE ANTIOQUENO ROJO,Liter
almacen_ayb,,AGUARDIENTE NECTAR CLUB,AGUARDIENTE NECTAR CLUB,Liter
almacen_ayb,5009,AJO,AJO,Kilogram
almacen_ayb,,AJO GRANULADO,AJO GRANULADO,Kilogram
almacen_ayb,6001,AJONJOLI,AJONJOLI,Kilogram
almacen_ayb,3001,ALAS DE POLLO,ALAS DE POLLO,Kilogram
almacen_ayb,,ALAS DE POLLO ADOBADA BBQ,ALAS DE POLLO ADOBADA BBQ,Kilogram
almacen_ayb,5010,ALBACON,ALBACON,Kilogram
almacen_ayb,7008,ALCAPARRAS FRASCO,ALCAPARRAS FRASCO,Kilogram
almacen_ayb,6003,ALMENDRAS,ALMENDRAS,Kilogram
almacen_ayb,,APANADO,APANADO,Kilogram
almacen_ayb,5015,APIO,APIO,Kilogram
almacen_ayb,,ARANDANOS,ARANDANOS,Kilogram
almacen_ayb,7337,AREPA DE HUEVO,AREPA DE HUEVO,Unidad
almacen_ayb,8095,AREPA DE QUESO,AREPA DE QUESO,Unidad
almacen_ayb,8097,AREPA PAISA,AREPA PAISA,Unidad
almacen_ayb,7340,AROMATICA SOBRES,AROMATICA SOBRES,Unidad
almacen_ayb,6005,ARROZ,ARROZ,Kilogram
almacen_ayb,6007,ARROZ BASMATI,ARROZ BASMATI,Kilogram
almacen_ayb,,ARROZ FEDERAL,ARROZ FEDERAL,Kilogram
almacen_ayb,6012,ARVEJA AMARILLA,ARVEJA AMARILLA,Kilogram
almacen_ayb,,ARVEJA CONGELADA MCAIN,ARVEJA CONGELADA MCAIN,Kilogram
almacen_ayb,6013,ARVEJA VERDE SECA,ARVEJA VERDE SECA,Kilogram
almacen_ayb,7020,AVENA EN HOJUELAS,AVENA EN HOJUELAS,Kilogram
almacen_ayb,8101,AVENA VASO,AVENA VASO,Unidad
almacen_ayb,7022,AZUCAR BLANCA,AZUCAR BLANCA,Kilogram
almacen_ayb,7342,AZUCAR SOBRES,AZUCAR SOBRES,Unidad
almacen_ayb,,BATIDO PARA APANAR,BATIDO PARA APANAR,Kilogram
almacen_ayb,7231,BECHAMEL EN POLVO,BECHAMEL EN POLVO,Kilogram
almacen_ayb,8107,BONYURT,BONYURT,Unidad
almacen_ayb,27003,BRANDY BOTELLA,BRANDY BOTELLA,Liter
almacen_ayb,,BRETAÑA 300 CC,BRETANA 300 CC,Unidad
almacen_ayb,,BUBOLS SABORES SURTIDOS,BUBOLS SABORES SURTIDOS,Kilogram
almacen_ayb,2007,CADERA DE RES,CADERA DE RES,Kilogram
almacen_ayb,7034,CAFE EN PEPA,CAFE EN PEPA,Kilogram
almacen_ayb,7035,CAFE GOURMET,CAFE GOURMET,Kilogram
almacen_ayb,1474050,CAFE INSTANTANEO COLCAFE 500 GR,CAFE INSTANTANEO COLCAFE 500 GR,Kilogram
almacen_ayb,,CAFE MOLIDO,CAFE MOLIDO,Kilogram
almacen_ayb,,CAMARON CRUDO,CAMARON CRUDO,Kilogram
almacen_ayb,7040,CANELA EN ASTILLA,CANELA EN ASTILLA,Kilogram
almacen_ayb,7041,CANELA EN POLVO,CANELA EN POLVO,Kilogram
almacen_ayb,,CARNE DE HAMBURGUESA MIXTA,CARNE DE HAMBURGUESA MIXTA,Unidad
almacen_ayb,,CARNE DE HAMBURGUESA MOLIDA,CARNE DE HAMBURGUESA MOLIDA,Unidad
almacen_ayb,6015,CEBADA PERLADA,CEBADA PERLADA,Kilogram
almacen_ayb,5032,CEBOLLA CABEZONA BLANCA,CEBOLLA CABEZONA BLANCA,Kilogram
almacen_ayb,5033,CEBOLLA CABEZONA ROJA,CEBOLLA CABEZONA ROJA,Kilogram
almacen_ayb,,CEBOLLA EN POLVO,CEBOLLA EN POLVO,Kilogram
almacen_ayb,5034,CEBOLLA JUNCA,CEBOLLA JUNCA,Kilogram
almacen_ayb,5036,CEBOLLA PUERRO,CEBOLLA PUERRO,Kilogram
almacen_ayb,5038,CEBOLLIN,CEBOLLIN,Kilogram
almacen_ayb,7047,CEREZA MARRASQUINO,CEREZA MARRASQUINO,Kilogram
almacen_ayb,,CERVEZA HEINEKEN 0 LATA 250ML,CERVEZA HEINEKEN 0 LATA 250ML,Unidad
almacen_ayb,,CERVEZA HEINEKEN CERO,CERVEZA HEINEKEN CERO,Unidad
almacen_ayb,7049,CHAMPIÑON NATURAL,CHAMPINON NATURAL,Kilogram
almacen_ayb,7051,CHOCOLATE  CON AZUCAR,CHOCOLATE CON AZUCAR,Kilogram
almacen_ayb,7388,CHOCORRAMO,CHOCORRAMO,Unidad
almacen_ayb,4003,CHORIZO,CHORIZO,Kilogram
almacen_ayb,5045,CILANTRO,CILANTRO,Kilogram
almacen_ayb,,COCA COLA 400 CC,COCA COLA 400 CC,Unidad
almacen_ayb,28021,COLA Y POLA,COLA Y POLA,Unidad
almacen_ayb,7064,COLOR,COLOR,Kilogram
almacen_ayb,7065,COMINO,COMINO,Kilogram
almacen_ayb,7395,COMPOTA,COMPOTA,Unidad
almacen_ayb,,CONCENTRADO FRUTA ARAZA -MARACUYA 2 KG,CONCENTRADO FRUTA ARAZA -MARACUYA 2 KG,Kilogram
almacen_ayb,2025,COSTILLA DE CERDO,COSTILLA DE CERDO,Kilogram
almacen_ayb,2027,COSTILLA DE RES,COSTILLA DE RES,Kilogram
almacen_ayb,8079,CREMA DE LECHE,CREMA DE LECHE,Liter
almacen_ayb,1475599,CROOKIES 90 GR PAQ X 4 UND,CROOKIES 90 GR PAQ X 4 UND,Unidad
almacen_ayb,4008,CROQUETA DE YUCA,CROQUETA DE YUCA,Kilogram
almacen_ayb,1475598,CROSSANT JAMO Y QUES 100 GR PAQ X 4 UND,CROSSANT JAMO Y QUES 100 GR PAQ X 4 UND,Unidad
almacen_ayb,6020,CUCHUCO DE MAIZ,CUCHUCO DE MAIZ,Kilogram
almacen_ayb,6021,CUCHUCO DE TRIGO,CUCHUCO DE TRIGO,Kilogram
almacen_ayb,8125,CUCURUCHO PARA CONO DE HELADO,CUCURUCHO PARA CONO DE HELADO,Unidad
almacen_ayb,,CURCUMA POLVO,CURCUMA POLVO,Kilogram
almacen_ayb,,CURRY EN POLVO BADIA,CURRY EN POLVO BADIA,Kilogram
almacen_ayb,7238,DEMIGLACE,DEMIGLACE,Kilogram
almacen_ayb,,DON CHICHARRON PAQUETE,DON CHICHARRON PAQUETE,Unidad
almacen_ayb,,DONAS SURTIDAS,DONAS SURTIDAS,Unidad
almacen_ayb,7087,DURAZNOS EN MITADES,DURAZNOS EN MITADES,Kilogram
almacen_ayb,7413,EMPANADA DE PAPA Y CARNE X50 GR,EMPANADA DE PAPA Y CARNE X50 GR,Unidad
almacen_ayb,1473018,EMPANADA POLLO X50 GR,EMPANADA POLLO X50 GR,Unidad
almacen_ayb,7415,ENDULZANTE STEVIA,ENDULZANTE STEVIA,Unidad
almacen_ayb,7304,ESCENCIA SABORES SURTIDOS,ESCENCIA SABORES SURTIDOS,Liter
almacen_ayb,7098,FECULA DE MAIZ,FECULA DE MAIZ,Kilogram
almacen_ayb,1020,FILETE DE BASA,FILETE DE BASA,Kilogram
almacen_ayb,3007,FILETE DE POLLO,FILETE DE POLLO,Kilogram
almacen_ayb,1031,FILETE DE TILAPIA,FILETE DE TILAPIA,Kilogram
almacen_ayb,1475596,FLAT ORIGIN 6.75 X 6.75  120 UND,FLAT ORIGIN 6.75 X 6.75 120 UND,Unidad
almacen_ayb,,FLAUTA CHOCOLATE PASTRY,FLAUTA CHOCOLATE PASTRY,Unidad
almacen_ayb,7420,FRESCO FRUTIÑO,FRESCO FRUTINO,Unidad
almacen_ayb,6023,FRIJOL  ROJO/SABANERO,FRIJOL ROJO/SABANERO,Kilogram
almacen_ayb,,FRIJOL CARAOTA,FRIJOL CARAOTA,Kilogram
almacen_ayb,,GALLETA OREO TRITURADA,GALLETA OREO TRITURADA,Kilogram
almacen_ayb,6028,GARBANZO,GARBANZO,Kilogram
almacen_ayb,29034,GASEOSA KOLA SOL 330 ML,GASEOSA KOLA SOL 330 ML,Unidad
almacen_ayb,29035,GASEOSA KOLA SOL 600 ML,GASEOSA KOLA SOL 600 ML,Unidad
almacen_ayb,,GASEOSA POSTOBON 400 ML,GASEOSA POSTOBON 400 ML,Unidad
almacen_ayb,,GASEOSA QUATRO 400 ML,GASEOSA QUATRO 400 ML,Unidad
almacen_ayb,29040,GASEOSA SPRITE X 400,GASEOSA SPRITE X 400,Unidad
almacen_ayb,29042,GATORADE,GATORADE,Unidad
almacen_ayb,7106,GELATINA SIN SABOR,GELATINA SIN SABOR,Kilogram
almacen_ayb,1482289,GLUTAMATO MONOSODICO,GLUTAMATO MONOSODICO,Kilogram
almacen_ayb,7109,GRAGEAS SURTIDAS,GRAGEAS SURTIDAS,Kilogram
almacen_ayb,,GRANOLA,GRANOLA,Kilogram
almacen_ayb,5073,GULUPA,GULUPA,Kilogram
almacen_ayb,7112,HARINA DE SEMOLA,HARINA DE SEMOLA,Kilogram
almacen_ayb,7113,HARINA DE TRIGO,HARINA DE TRIGO,Kilogram
almacen_ayb,7114,HARINA PAN DE BONO,HARINA PAN DE BONO,Kilogram
almacen_ayb,6030,HARINA PARA AREPAS,HARINA PARA AREPAS,Kilogram
almacen_ayb,,HASHBROWN,HASHBROWN,Kilogram
almacen_ayb,8135,HELADO CASERO SABORES SURTIDOS,HELADO CASERO SABORES SURTIDOS,Unidad
almacen_ayb,7117,HIELO EN CUBO,HIELO EN CUBO,Kilogram
almacen_ayb,5077,HIERBAS HIERBABUENA,HIERBAS HIERBABUENA,Kilogram
almacen_ayb,3009,HIGADO DE POLLO,HIGADO DE POLLO,Kilogram
almacen_ayb,2034,HIGADO DE RES,HIGADO DE RES,Kilogram
almacen_ayb,8318,HUEVOS DE GALLINA,HUEVOS DE GALLINA,Unidad
almacen_ayb,7489,INSTACREM SOBRE,INSTACREM SOBRE,Unidad
almacen_ayb,4020,JAMON SANDWICH,JAMON SANDWICH,Kilogram
almacen_ayb,,JUGO DE LIMON COMPRADO,JUGO DE LIMON COMPRADO,Liter
almacen_ayb,29047,JUGO HIT BOTELLA,JUGO HIT BOTELLA,Unidad
almacen_ayb,29048,JUGO HIT CAJA,JUGO HIT CAJA,Unidad
almacen_ayb,7313,LECHE DE COCO,LECHE DE COCO,Liter
almacen_ayb,8083,LECHE DESLACTOSADA,LECHE DESLACTOSADA,Liter
almacen_ayb,8084,LECHE ENT LARGA VIDA,LECHE ENT LARGA VIDA,Liter
almacen_ayb,5088,LECHUGA CRESPA,LECHUGA CRESPA,Kilogram
almacen_ayb,5093,LECHUGA ROMANA,LECHUGA ROMANA,Kilogram
almacen_ayb,,LECHUGA RUGULA ORGANICA,LECHUGA RUGULA ORGANICA,Kilogram
almacen_ayb,6031,LENTEJA,LENTEJA,Kilogram
almacen_ayb,7128,LEVADURA,LEVADURA,Kilogram
almacen_ayb,5095,LIMON TAHITY,LIMON TAHITY,Kilogram
almacen_ayb,2039,LOMITO DE RES,LOMITO DE RES,Kilogram
almacen_ayb,5097,MAIZ DESGRANADO MAC CAIN,MAIZ DESGRANADO MAC CAIN,Kilogram
almacen_ayb,5105,MANZANA ROYAL,MANZANA ROYAL,Kilogram
almacen_ayb,5106,MARACUYA,MARACUYA,Kilogram
almacen_ayb,7136,MARGARINA,MARGARINA,Kilogram
almacen_ayb,7139,MAYONESA,MAYONESA,Kilogram
almacen_ayb,7508,MAYONESA SOBRES,MAYONESA SOBRES,Unidad
almacen_ayb,,MAZORCA ENTERA DULCE,MAZORCA ENTERA DULCE,Kilogram
almacen_ayb,8011,MEJORADOR SURATIV,MEJORADOR SURATIV,Kilogram
almacen_ayb,5110,MELON,MELON,Kilogram
almacen_ayb,,MEZCLA EN POLVO DE HELADO,MEZCLA EN POLVO DE HELADO,Kilogram
almacen_ayb,7314,MIEL,MIEL,Liter
almacen_ayb,7510,MIEL DE ABEJAS SOBRE,MIEL DE ABEJAS SOBRE,Unidad
almacen_ayb,,MINICROQUETA DE YUCA,MINICROQUETA DE YUCA,Kilogram
almacen_ayb,1040,MOJARRA,MOJARRA,Kilogram
almacen_ayb,4025,MORCILLA,MORCILLA,Kilogram
almacen_ayb,,MORENITAS,MORENITAS,Kilogram
almacen_ayb,29054,MR TEA  500,MR TEA 500,Unidad
almacen_ayb,7152,NACHOS NATURALES X500GR,NACHOS NATURALES X500GR,Kilogram
almacen_ayb,5113,NARANJA  VALENCIA,NARANJA VALENCIA,Kilogram
almacen_ayb,7516,NATUCHIPS,NATUCHIPS,Unidad
almacen_ayb,7154,NESCAFE,NESCAFE,Kilogram
almacen_ayb,,NESCAFE CAPUCCINO,NESCAFE CAPUCCINO,Kilogram
almacen_ayb,5115,NUEZ MOSCADA,NUEZ MOSCADA,Kilogram
almacen_ayb,7162,OREGANO POLVO,OREGANO POLVO,Kilogram
almacen_ayb,8177,PAN BAGUETT,PAN BAGUETT,Unidad
almacen_ayb,7165,PANELA,PANELA,Kilogram
almacen_ayb,7167,PAPA A LA FRANCESA,PAPA A LA FRANCESA,Kilogram
almacen_ayb,,PAPA CABELLO DE ANGEL,PAPA CABELLO DE ANGEL,Kilogram
almacen_ayb,7168,PAPA CRIOLLA PRECOCIDA,PAPA CRIOLLA PRECOCIDA,Kilogram
almacen_ayb,7169,PAPA EN CASQUITOS,PAPA EN CASQUITOS,Kilogram
almacen_ayb,5122,PAPA SABANERA,PAPA SABANERA,Kilogram
almacen_ayb,5124,PAPAYA,PAPAYA,Kilogram
almacen_ayb,7171,PAPRIKA,PAPRIKA,Kilogram
almacen_ayb,1482915,PASABOCAS RAMO ACHIRAS 25 GR 12 UND,PASABOCAS RAMO ACHIRAS 25 GR 12 UND,Unidad
almacen_ayb,7174,PASTA CONCHA,PASTA CONCHA,Kilogram
almacen_ayb,7177,PASTA DE TOMATE,PASTA DE TOMATE,Kilogram
almacen_ayb,7179,PASTA EN TORNILLOS,PASTA EN TORNILLOS,Kilogram
almacen_ayb,7181,PASTA FIDEOS,PASTA FIDEOS,Kilogram
almacen_ayb,,PASTEL CARNE RANCHERO,PASTEL CARNE RANCHERO,Unidad
almacen_ayb,,PASTEL DE MANZANA PASTRY,PASTEL DE MANZANA PASTRY,Unidad
almacen_ayb,,PASTEL ESPINACA Y RICOTTA,PASTEL ESPINACA Y RICOTTA,Unidad
almacen_ayb,,PASTEL POLLO CARBONA,PASTEL POLLO CARBONA,Unidad
almacen_ayb,,PATACONES,PATACONES,Kilogram
almacen_ayb,5126,PATILLA,PATILLA,Kilogram
almacen_ayb,2048,PECHO DE RES,PECHO DE RES,Kilogram
almacen_ayb,7192,PEPINILLOS EN VINAGRE,PEPINILLOS EN VINAGRE,Kilogram
almacen_ayb,5127,PEPINO COHOMBRO,PEPINO COHOMBRO,Kilogram
almacen_ayb,3021,PIERNA PERNIL DE POLLO,PIERNA PERNIL DE POLLO,Kilogram
